user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.012	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963623895.1, s__Alloprevotella sp963623895, 95.0, 82.35, 0.155	93.21	11	0.98891	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.028_sub	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	N/A	N/A	N/A	N/A	N/A	GCA_934254585.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp934254585	86.78	0.664	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900553115.1, s__RUG410 sp900553115, 95.0, 84.59, 0.203; GCA_934254675.1, s__RUG410 sp934254675, 95.0, 84.01, 0.278; GCA_963632615.1, s__RUG410 sp963632615, 95.0, 83.68, 0.254; GCA_963659495.1, s__RUG410 sp963659495, 95.0, 83.55, 0.245; GCA_963617265.1, s__RUG410 sp963617265, 95.0, 83.11, 0.26; GCA_934271715.1, s__RUG410 sp934271715, 95.0, 82.33, 0.218; GCA_934277545.1, s__RUG410 sp934277545, 95.0, 82.05, 0.198; GCA_934229625.1, s__RUG410 sp934229625, 95.0, 81.72, 0.189; GCA_934277435.1, s__RUG410 sp934277435, 95.13, 81.71, 0.246; GCA_963641885.1, s__RUG410 sp963641885, 95.0, 81.52, 0.24; GCA_934270475.1, s__RUG410 sp934270475, 95.0, 81.49, 0.224; GCA_900769705.1, s__RUG410 sp900769705, 95.0, 81.27, 0.225	89.1	11	0.99291	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.030_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__	N/A	N/A	N/A	N/A	N/A	GCF_040096225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola aquisgranensis	86.3	0.455	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.8	11	0.98613	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.044	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963597385.1, s__Eubacterium_R sp963597385, 95.0, 88.52, 0.598; GCA_963661495.1, s__Eubacterium_R sp963661495, 95.0, 88.43, 0.64; GCF_934561735.1, s__Eubacterium_R sp934561735, 95.0, 86.89, 0.582; GCF_900539325.1, s__Eubacterium_R sp900539325, 95.0, 86.43, 0.564; GCA_902462495.1, s__Eubacterium_R sp902462495, 95.0, 84.11, 0.33; GCF_934525195.1, s__Eubacterium_R sp934525195, 95.0, 83.71, 0.407; GCF_900167205.1, s__Eubacterium_R coprostanoligenes, 95.0, 83.33, 0.401; GCA_900766895.1, s__Eubacterium_R sp900766895, 95.0, 81.48, 0.159; GCF_945980375.1, s__Eubacterium_R sp945980375, 95.0, 79.74, 0.163	97.2	11	0.99358	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.064	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__Geddesella;s__	N/A	N/A	N/A	N/A	N/A	GCA_934481505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__Geddesella;s__Geddesella sp934481505	92.95	0.804	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__Geddesella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934486965.1, s__Geddesella sp934486965, 95.0, 88.47, 0.62; GCA_934501435.1, s__Geddesella sp934501435, 95.0, 87.89, 0.662	91.96	11	0.99491	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.069	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Alloscillospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Alloscillospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.21	11	0.92313	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.077	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_905193765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp905193765	90.71	0.648	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934255435.1, s__Lentihominibacter sp934255435, 95.0, 85.49, 0.275; GCA_934277495.1, s__Lentihominibacter sp934277495, 95.0, 84.34, 0.266	88.2	11	0.98966	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.128_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963641445	GCA_963641445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963641445	96.3	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.134_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_934281605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp934281605	90.39	0.568	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014306095.1, s__Lentihominibacter faecis, 95.0, 85.63, 0.311; GCA_963603335.1, s__Lentihominibacter sp963603335, 95.0, 83.74, 0.207	74.74	11	0.9911	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.136	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963650755	GCA_963650755.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963650755	98.44	0.902	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963615835.1, s__Cryptobacteroides sp963615835, 95.0, 87.69, 0.53	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.151_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	N/A	N/A	N/A	N/A	N/A	GCA_963605415.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp963605415	89.95	0.76	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963642245.1, s__CAG-217 sp963642245, 95.0, 90.64, 0.742; GCA_025757685.1, s__CAG-217 sp000436335, 95.0, 89.13, 0.702; GCA_963638105.1, s__CAG-217 sp963638105, 95.0, 89.0, 0.747	95.14	11	0.99877	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.154_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_934309415.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp934309415	87.22	0.391	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.22	11	0.99503	Genome has more than 10.8% of markers with multiple hits
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.189_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	N/A	N/A	N/A	N/A	N/A	GCF_020709055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	94.24	0.806	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	75.87	11	0.99883	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.190_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900764665	GCA_934561395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900764665	95.57	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.198	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_934668765.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__NHYM01 sp934668765	81.17	0.162	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.66	11	0.9587	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.201	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp963641805	GCA_963641805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp963641805	99.69	0.977	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.210_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002439705.1, s__CAG-1782 sp002439705, 95.0, 89.97, 0.71; GCA_902766965.1, s__CAG-1782 sp002349735, 95.0, 88.73, 0.683	88.94	11	0.98827	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.215	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp963657675	GCA_963657675.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp963657675	96.79	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588395.1, s__Phascolarctobacterium_A sp963588395, 95.0, 88.57, 0.601; GCA_963611535.1, s__Phascolarctobacterium_A sp963611535, 95.0, 87.24, 0.613; GCA_963597755.1, s__Phascolarctobacterium_A sp963597755, 95.0, 88.3, 0.627	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.222	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	N/A	N/A	N/A	N/A	N/A	GCA_934434905.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp934434905	94.63	0.61	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963628035.1, s__14-2 sp963628035, 95.0, 92.91, 0.687	92.43	11	0.99665	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.239_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	N/A	N/A	N/A	N/A	N/A	GCA_963631525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp963631525	94.83	0.784	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963659815.1, s__Wujia sp963659815, 95.0, 93.73, 0.752; GCA_002404515.1, s__Wujia sp002404515, 95.0, 91.91, 0.574; GCA_937894705.1, s__Wujia sp002431865, 95.0, 91.88, 0.7; GCF_020687505.1, s__Wujia hominis, 95.0, 90.79, 0.681; GCA_018918185.1, s__Wujia sp900539705, 95.0, 88.6, 0.538; GCA_900553925.1, s__Wujia sp900553925, 95.0, 86.89, 0.357; GCF_022174665.1, s__Wujia sp022174665, 95.0, 86.78, 0.43; GCA_900767585.1, s__Wujia sp900767585, 95.0, 86.13, 0.338; GCA_934318045.1, s__Wujia sp934318045, 95.0, 85.98, 0.34	74.23	11	0.99833	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.248	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.67	11	0.98506	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.260	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963636455	GCA_963636455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963636455	97.99	0.903	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.268	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp963659855	GCA_963659855.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp963659855	97.44	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963613915.1, s__Treponema_D sp963613915, 95.0, 89.83, 0.722; GCA_963651875.1, s__Treponema_D sp963651875, 95.0, 89.31, 0.665	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.316	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	GCA_900540005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	97.54	0.762	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.321_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661675.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp963661675	90.79	0.694	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 90.16, 0.576; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 86.32, 0.436; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 83.61, 0.172; GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 83.01, 0.186; GCF_014288055.1, s__Agathobaculum hominis, 95.0, 82.58, 0.159	91.28	11	0.99797	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.328	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963616565.1, s__W3P20-009 sp963616565, 95.0, 88.01, 0.765; GCA_963607345.1, s__W3P20-009 sp963607345, 95.0, 87.92, 0.77; GCA_963639155.1, s__W3P20-009 sp963639155, 95.0, 86.91, 0.721	97.7	11	0.99474	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.334	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.47	11	0.98624	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.352_sub	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAVAVT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963592185.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAVAVT01;s__CAVAVT01 sp963592185	86.49	0.46	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAVAVT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.67	11	0.96981	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.concoct.372	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__	N/A	N/A	N/A	N/A	N/A	GCA_900539855.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__UMGS172 sp900539855	90.67	0.67	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS172;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.68	11	0.99112	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.maxbin2.003_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963600815	GCA_963600815.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963600815	97.63	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963612025.1, s__Enterosoma sp963612025, 95.0, 86.9, 0.65; GCA_963660905.1, s__Enterosoma sp963660905, 95.0, 86.93, 0.633	N/A	N/A	N/A	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.maxbin2.007	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	N/A	N/A	N/A	N/A	N/A	GCA_963638635.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp963638635	85.75	0.47	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934247875.1, s__Ornithospirochaeta sp934247875, 95.0, 80.71, 0.174	88.48	11	0.98812	N/A
WILDCHIMP_B04_WC26_S26__DASTool_bins.maxbin2.160_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	N/A	N/A	N/A	N/A	N/A	GCA_963654285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp963654285	93.3	0.837	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963625835.1, s__Eubacterium_R sp963625835, 95.0, 91.42, 0.823; GCA_022009795.1, s__Eubacterium_R sp000433975, 95.0, 89.04, 0.714; GCA_900539775.1, s__Eubacterium_R sp900539775, 95.0, 84.49, 0.474	94.3	11	0.9969	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.004	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__	N/A	N/A	N/A	N/A	N/A	GCA_900555375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp900555375	94.4	0.77	d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902797885.1, s__UMGS1820 sp902797885, 95.0, 80.28, 0.153	98.37	11	0.99014	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.018_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934320645.1, s__Bariatricus sp934320645, 95.0, 87.12, 0.444; GCF_013300725.1, s__Bariatricus comes_A, 95.0, 86.13, 0.341; GCF_025149785.1, s__Bariatricus comes, 95.02, 85.42, 0.34	83.9	11	0.98674	Genome has more than 10.0% of markers with multiple hits
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.047	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	N/A	N/A	N/A	N/A	N/A	GCA_934526065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	89.87	0.724	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.51	11	0.99451	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B04_WC26_S26__DASTool_bins.metabat2.054	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__	N/A	N/A	N/A	N/A	N/A	GCA_945867665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__RUG11198 sp945867665	94.12	0.747	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934140355.1, s__RUG11198 sp934140355, 95.0, 93.01, 0.462; GCA_934162265.1, s__RUG11198 sp934162265, 95.0, 83.9, 0.207; GCA_029100965.1, s__RUG11198 sp029100965, 95.0, 83.45, 0.178; GCA_934120635.1, s__RUG11198 sp934120635, 95.0, 83.35, 0.204; GCA_934176955.1, s__RUG11198 sp934176955, 95.0, 82.81, 0.196	87.27	11	0.99794	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
